cdrRecordType,globalCallID_callManagerId,globalCallID_callId,origLegCallIdentifier,dateTimeOrigination,origNodeId,origSpan,origIpAddr,callingPartyNumber,callingPartyUnicodeLoginUserID,origCause_location,origCause_value,origPrecedenceLevel,origMediaTransportAddress_IP,origMediaTransportAddress_Port,origMediaCap_payloadCapability,origMediaCap_maxFramesPerPacket,origMediaCap_g723BitRate,origVideoCap_Codec,origVideoCap_Bandwidth,origVideoCap_Resolution,origVideoTransportAddress_IP,origVideoTransportAddress_Port,origRSVPAudioStat,origRSVPVideoStat,destLegIdentifier,destNodeId,destSpan,destIpAddr,originalCalledPartyNumber,finalCalledPartyNumber,finalCalledPartyUnicodeLoginUserID,destCause_location,destCause_value,destPrecedenceLevel,destMediaTransportAddress_IP,destMediaTransportAddress_Port,destMediaCap_payloadCapability,destMediaCap_maxFramesPerPacket,destMediaCap_g723BitRate,destVideoCap_Codec,destVideoCap_Bandwidth,destVideoCap_Resolution,destVideoTransportAddress_IP,destVideoTransportAddress_Port,destRSVPAudioStat,destRSVPVideoStat,dateTimeConnect,dateTimeDisconnect,lastRedirectDn,pkid,originalCalledPartyNumberPartition,callingPartyNumberPartition,finalCalledPartyNumberPartition,lastRedirectDnPartition,duration,origDeviceName,destDeviceName,origCallTerminationOnBehalfOf,destCallTerminationOnBehalfOf,origCalledPartyRedirectOnBehalfOf,lastRedirectRedirectOnBehalfOf,origCalledPartyRedirectReason,lastRedirectRedirectReason,destConversationId,globalCallId_ClusterID,joinOnBehalfOf,comment,authCodeDescription,authorizationLevel,clientMatterCode,origDTMFMethod,destDTMFMethod,callSecuredStatus,origConversationId,origMediaCap_Bandwidth,destMediaCap_Bandwidth,authorizationCodeValue,outpulsedCallingPartyNumber,outpulsedCalledPartyNumber,origIpv4v6Addr,destIpv4v6Addr,origVideoCap_Codec_Channel2,origVideoCap_Bandwidth_Channel2,origVideoCap_Resolution_Channel2,origVideoTransportAddress_IP_Channel2,origVideoTransportAddress_Port_Channel2,origVideoChannel_Role_Channel2,destVideoCap_Codec_Channel2,destVideoCap_Bandwidth_Channel2,destVideoCap_Resolution_Channel2,destVideoTransportAddress_IP_Channel2,destVideoTransportAddress_Port_Channel2,destVideoChannel_Role_Channel2,incomingProtocolID,incomingProtocolCallRef,outgoingProtocolID,outgoingProtocolCallRef,currentRoutingReason,origRoutingReason,lastRedirectingRoutingReason,huntPilotDN,huntPilotPartition,calledPartyPatternUsage,outpulsedOriginalCalledPartyNumber,outpulsedLastRedirectingNumber,wasCallQueued,totalWaitTimeInQueue,callingPartyNumber_uri,originalCalledPartyNumber_uri,finalCalledPartyNumber_uri,lastRedirectDn_uri,mobileCallingPartyNumber,finalMobileCalledPartyNumber,origMobileDeviceName,destMobileDeviceName,origMobileCallDuration,destMobileCallDuration,mobileCallType,originalCalledPartyPattern,finalCalledPartyPattern,lastRedirectingPartyPattern,huntPilotPattern
1,1,7569,20408698,1519975953,1,0,1798638346,3088,\ ,0,16,4,1798638346,27952,11,20,0,0,0,0,0,0,0,0,20408699,1,20408699,20253450,929718141,929718141,\ ,0,0,4,20253450,27502,11,20,0,0,0,0,0,0,0,0,1519975970,1519976002,929718141,c3c7b293-5c25-4521-9eca-3444a5af3e29,HK-PSTN,HK-PSTN,HK-PSTN,HK-PSTN,32,SEPDCA5F48777FC,10.11.53.1,12,0,0,0,0,0,0,StandAloneCluster,0,,,0,,3,1,0,0,8,8,,,,10.11.53.107,10.11.53.1,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,0025B4E31BFE81A9700B92010A0B356B,0,0,0,,,5,,,0,0,,,,,,,,,0,0,0,9.!,9.!,9.!,
1,1,7570,20408700,1519976237,1,20408700,20253450,36100228,\ ,0,16,4,20253450,27504,11,20,0,0,0,0,0,0,0,0,20408701,1,0,1899301642,3030,3030,\ ,0,0,4,1899301642,27478,11,20,0,0,0,0,0,0,0,0,1519976239,1519976291,3030,1f399472-be49-4360-a3ac-e1d41caee799,HK-PSTN,,HK-PSTN,HK-PSTN,52,10.11.53.1,SEP580A2098FEFE,12,0,0,0,0,0,0,StandAloneCluster,0,,,0,,1,3,0,0,8,8,,,,10.11.53.1,10.11.53.113,0,0,0,0,0,0,0,0,0,0,0,0,2,600434C01D2311E894D200A38E818100,0,,0,0,0,,,2,,,0,0,,,,,,,,,0,0,0,3030,3030,3030,
1,1,7571,20408703,1519976405,1,0,1781861130,3008,\ ,0,16,4,1781861130,29384,11,20,0,0,0,0,0,0,0,0,20408704,1,20408704,20253450,935087671,935087671,\ ,0,0,4,20253450,27506,11,20,0,0,0,0,0,0,0,0,1519976415,1519976525,935087671,7eed73af-85dc-48b1-a521-eb170133d8eb,HK-PSTN,HK-PSTN,HK-PSTN,HK-PSTN,110,SEP3C0E236D63D3,10.11.53.1,12,0,0,0,0,0,0,StandAloneCluster,0,,,0,,3,1,0,0,8,8,,,,10.11.53.106,10.11.53.1,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,0085BBEEDBFF81A9710B93010A0B356A,0,0,0,,,5,,,0,0,,,,,,,,,0,0,0,9.!,9.!,9.!,
1,1,7572,20408705,1519976536,1,20408705,20253450,37563233,\ ,0,0,4,20253450,27508,11,20,0,0,0,0,0,0,0,0,20408706,1,0,1916078858,3004,3004,\ ,0,16,4,1916078858,26750,11,20,0,0,0,0,0,0,0,0,1519976541,1519976611,3004,e72a9059-c017-44b9-ba26-84cdd01847a1,HK-PSTN,,HK-PSTN,HK-PSTN,70,10.11.53.1,SEP04C5A44D857C,0,12,0,0,0,0,0,StandAloneCluster,0,,,0,,1,3,0,0,8,8,,,,10.11.53.1,10.11.53.114,0,0,0,0,0,0,0,0,0,0,0,0,2,1285D6B11D2411E894D500A38E818100,0,,0,0,0,,,2,,,0,0,,,,,,,,,0,0,0,3004,3004,3004,
1,1,7573,20408707,1519976630,1,20408707,20253450,,\ ,0,0,4,20253450,27510,11,20,0,0,0,0,0,0,0,0,20408708,1,0,1798638346,3088,3088,\ ,0,16,4,1798638346,18490,11,20,0,0,0,0,0,0,0,0,1519976633,1519976641,3088,a3f95fb0-fa10-433f-8c7c-a72ff7f1fe8f,HK-PSTN,,HK-PSTN,HK-PSTN,8,10.11.53.1,SEPDCA5F48777FC,0,12,0,0,0,0,0,StandAloneCluster,0,,,0,,1,3,0,0,8,8,,,,10.11.53.1,10.11.53.107,0,0,0,0,0,0,0,0,0,0,0,0,2,4A3E5C361D2411E894D600A38E818100,0,,0,0,0,,,2,,,0,0,,,,,,,,,0,0,0,3088,3088,3088,
1,1,7568,20408696,1519975806,1,20408696,20253450,29776000,\ ,0,0,4,20253450,27500,11,20,0,0,0,0,0,0,0,0,20408697,1,0,1949633290,3051,3051,\ ,0,16,4,1949633290,22972,11,20,0,0,0,0,0,0,0,0,1519975808,1519977677,3051,9ca8bb73-0d2b-403a-80b3-570a2384f5cb,HK-PSTN,,HK-PSTN,HK-PSTN,1869,10.11.53.1,SEP54781AE1019C,0,12,0,0,0,0,0,StandAloneCluster,0,,,0,,1,3,0,0,8,8,,,,10.11.53.1,10.11.53.116,0,0,0,0,0,0,0,0,0,0,0,0,2,5F3B83F31D2211E894CF00A38E818100,0,,0,0,0,,,2,,,0,0,,,,,,,,,0,0,0,3051,3051,3051,
1,1,7574,20408709,1519977679,1,0,1916078858,3004,\ ,0,16,4,1916078858,18038,11,20,0,0,0,0,0,0,0,0,20408710,1,20408710,20253450,937063343,937063343,\ ,0,0,4,20253450,27512,11,20,0,0,0,0,0,0,0,0,1519977692,1519977903,937063343,3c0c6e76-5789-40c7-b4aa-f07a34ea8bcd,HK-PSTN,HK-PSTN,HK-PSTN,HK-PSTN,211,SEP04C5A44D857C,10.11.53.1,12,0,0,0,0,0,0,StandAloneCluster,0,,,0,,3,1,0,0,8,8,,,,10.11.53.114,10.11.53.1,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,80E77FE5D40491A9720B94010A0B3572,0,0,0,,,5,,,0,0,,,,,,,,,0,0,0,9.!,9.!,9.!,
1,1,7575,20408711,1519977851,1,0,1932856074,3068,\ ,0,16,4,1932856074,22086,11,20,0,0,0,0,0,0,0,0,20408712,1,20408712,20253450,925895755,925895755,\ ,0,0,4,20253450,27514,11,20,0,0,0,0,0,0,0,0,1519977861,1519977982,925895755,1c3b179a-f0c3-4050-8950-f24b52baa18d,HK-PSTN,HK-PSTN,HK-PSTN,HK-PSTN,121,SEPCCD539D7B8EF,10.11.53.1,12,0,0,0,0,0,0,StandAloneCluster,0,,,0,,3,1,0,0,8,8,,,,10.11.53.115,10.11.53.1,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,006F6C4B7F0591A9730B95010A0B3573,0,0,0,,,5,,,0,0,,,,,,,,,0,0,0,9.!,9.!,9.!,
1,1,7577,20408714,1519978330,1,20408714,20253450,,\ ,0,0,4,20253450,27516,11,20,0,0,0,0,0,0,0,0,20408715,1,0,1865747210,3088,3088,\ ,0,16,4,1865747210,24500,11,20,0,0,0,0,0,0,0,0,1519978335,1519978364,3088,cce08bfb-daa2-48cf-a13b-174a0b0fa9e4,HK-PSTN,,HK-PSTN,HK-PSTN,29,10.11.53.1,SEP54781A1DE4F0,0,12,0,0,0,0,0,StandAloneCluster,0,,,0,,1,3,0,0,8,8,,,,10.11.53.1,10.11.53.111,0,0,0,0,0,0,0,0,0,0,0,0,2,3F99E5931D2811E894D900A38E818100,0,,0,0,0,,,2,,,0,0,,,,,,,,,0,0,0,3088,3088,3088,
1,1,7578,20408716,1519979284,1,0,1899301642,3030,\ ,0,16,4,1899301642,21248,11,20,0,0,0,0,0,0,0,0,20408717,1,20408717,20253450,929717068,929717068,\ ,0,0,4,20253450,27518,11,20,0,0,0,0,0,0,0,0,1519979297,1519979501,929717068,c1253a2e-a7f9-40f0-b174-90560d68fa57,HK-PSTN,HK-PSTN,HK-PSTN,HK-PSTN,204,SEP580A2098FEFE,10.11.53.1,12,0,0,0,0,0,0,StandAloneCluster,0,,,0,,3,1,0,0,8,8,,,,10.11.53.113,10.11.53.1,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,803BF1A31C0B91A9740B96010A0B3571,0,0,0,,,5,,,0,0,,,,,,,,,0,0,0,9.!,9.!,9.!,
1,1,7579,20408718,1519979563,1,0,1932856074,3068,\ ,0,0,4,1932856074,30912,11,20,0,0,0,0,0,0,0,0,20408719,1,20408719,20253450,921913133,921913133,\ ,10,16,4,20253450,27520,11,20,0,0,0,0,0,0,0,0,1519979577,1519979620,921913133,7cf9076b-d972-4c1e-95d4-5cc0f9994106,HK-PSTN,HK-PSTN,HK-PSTN,HK-PSTN,43,SEPCCD539D7B8EF,10.11.53.1,0,12,0,0,0,0,0,StandAloneCluster,0,,,0,,3,1,0,0,8,8,,,,10.11.53.115,10.11.53.1,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,00E7DA472F0C91A9750B97010A0B3573,0,0,0,,,5,,,0,0,,,,,,,,,0,0,0,9.!,9.!,9.!,
1,1,7580,20408720,1519979695,1,0,1932856074,3068,\ ,0,16,4,1932856074,20834,11,20,0,0,0,0,0,0,0,0,20408721,1,20408721,20253450,928007757,928007757,\ ,0,0,4,20253450,27522,11,20,0,0,0,0,0,0,0,0,1519979714,1519979813,928007757,22b70dee-ff24-4c28-b19b-9cb726729bc1,HK-PSTN,HK-PSTN,HK-PSTN,HK-PSTN,99,SEPCCD539D7B8EF,10.11.53.1,12,0,0,0,0,0,0,StandAloneCluster,0,,,0,,3,1,0,0,8,8,,,,10.11.53.115,10.11.53.1,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,80172197B40C91A9760B98010A0B3573,0,0,0,,,5,,,0,0,,,,,,,,,0,0,0,9.!,9.!,9.!,
1,1,7582,20408724,1519982404,1,20408724,20253450,,\ ,0,16,4,20253450,27526,11,20,0,0,0,0,0,0,0,0,20408728,1,0,104139530,3030,5600,\ ,0,0,4,104139530,16618,11,20,0,0,0,0,0,0,0,0,1519982425,1519982428,3030,e719ad76-0abf-439c-9ff6-b9595f07055f,HK-PSTN,,,HK-PSTN,3,10.11.53.1,Ovata-UM1-VI1,12,0,5,5,2,2,0,StandAloneCluster,5,,,0,,1,3,0,0,8,8,,,,10.11.53.1,10.11.53.6,0,0,0,0,0,0,0,0,0,0,0,0,2,BC196A721D3111E894DD00A38E818100,0,,0,0,0,5600,,7,,,0,0,,,,,,,,,0,0,0,3030,5600,3030,5600
1,1,7581,20408722,1519981441,1,20408722,20253450,29776000,\ ,0,0,4,20253450,27524,11,20,0,0,0,0,0,0,0,0,20408723,1,0,1949633290,3051,3051,\ ,0,16,4,1949633290,25912,11,20,0,0,0,0,0,0,0,0,1519981443,1519982491,3051,71e4e55e-b083-4e78-9fdc-0af3e84df61a,HK-PSTN,,HK-PSTN,HK-PSTN,1048,10.11.53.1,SEP54781AE1019C,0,12,0,0,0,0,0,StandAloneCluster,0,,,0,,1,3,0,0,8,8,,,,10.11.53.1,10.11.53.116,0,0,0,0,0,0,0,0,0,0,0,0,2,7DB24E281D2F11E894DC00A38E818100,0,,0,0,0,,,2,,,0,0,,,,,,,,,0,0,0,3051,3051,3051,
1,1,7586,20408734,1519985747,1,0,1932856074,3068,\ ,0,16,4,1932856074,22432,11,20,0,0,0,0,0,0,0,0,20408735,1,20408735,20253450,928007244,928007244,\ ,0,0,4,20253450,27532,11,20,0,0,0,0,0,0,0,0,1519985761,1519985875,928007244,0b232324-5775-4905-a283-45e7068ab87a,HK-PSTN,HK-PSTN,HK-PSTN,HK-PSTN,114,SEPCCD539D7B8EF,10.11.53.1,12,0,0,0,0,0,0,StandAloneCluster,0,,,0,,3,1,0,0,8,8,,,,10.11.53.115,10.11.53.1,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,006BCEAD572491A9790B9B010A0B3573,0,0,0,,,5,,,0,0,,,,,,,,,0,0,0,9.!,9.!,9.!,
1,1,7590,20408741,1520209734,1,0,1932856074,3068,\ ,0,16,4,1932856074,19082,11,20,0,0,0,0,0,0,0,0,20408742,1,20408742,20253450,926250056,926250056,\ ,0,0,4,20253450,27536,11,20,0,0,0,0,0,0,0,0,1520209743,1520209911,926250056,aff61015-f7df-4d60-a878-bdcbcbcc8fc0,HK-PSTN,HK-PSTN,HK-PSTN,HK-PSTN,168,SEPCCD539D7B8EF,10.11.53.1,12,0,0,0,0,0,0,StandAloneCluster,0,,,0,,3,1,0,0,8,8,,,,10.11.53.115,10.11.53.1,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,00DD0E314B8FC1A97A0B9C010A0B3573,0,0,0,,,5,,,0,0,,,,,,,,,0,0,0,9.!,9.!,9.!,
1,1,7592,20408746,1520210229,1,0,1949633290,3051,\ ,0,16,4,1949633290,19458,11,20,0,0,0,0,0,0,0,0,20408747,1,20408747,20253450,929776000,929776000,\ ,0,0,4,20253450,27538,11,20,0,0,0,0,0,0,0,0,1520210237,1520210653,929776000,66cd85c1-139e-4011-bd52-46fc460481e9,HK-PSTN,HK-PSTN,HK-PSTN,HK-PSTN,416,SEP54781AE1019C,10.11.53.1,12,0,0,0,0,0,0,StandAloneCluster,0,,,0,,3,1,0,0,8,8,,,,10.11.53.116,10.11.53.1,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,0075B2583B91C1A97B0B9D010A0B3574,0,0,0,,,5,,,0,0,,,,,,,,,0,0,0,9.!,9.!,9.!,
1,1,7593,20408748,1520211634,1,0,1932856074,3068,\ ,0,16,4,1932856074,21526,11,20,0,0,0,0,0,0,0,0,20408749,1,20408749,20253450,926250056,926250056,\ ,0,0,4,20253450,27540,11,20,0,0,0,0,0,0,0,0,1520211642,1520211965,926250056,6cd7650d-538a-46de-8931-dcb098a7f889,HK-PSTN,HK-PSTN,HK-PSTN,HK-PSTN,323,SEPCCD539D7B8EF,10.11.53.1,12,0,0,0,0,0,0,StandAloneCluster,0,,,0,,3,1,0,0,8,8,,,,10.11.53.115,10.11.53.1,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,8044F39CB696C1A97C0B9E010A0B3573,0,0,0,,,5,,,0,0,,,,,,,,,0,0,0,9.!,9.!,9.!,
1,1,7594,20408750,1520213994,1,20408750,20253450,,\ ,0,0,4,20253450,27542,11,20,0,0,0,0,0,0,0,0,20408751,1,0,1798638346,3088,3088,\ ,0,16,4,1798638346,26382,11,20,0,0,0,0,0,0,0,0,1520213998,1520214054,3088,12b7a7bb-3b7f-4147-bbba-444642498bac,HK-PSTN,,HK-PSTN,HK-PSTN,56,10.11.53.1,SEPDCA5F48777FC,0,12,0,0,0,0,0,StandAloneCluster,0,,,0,,1,3,0,0,8,8,,,,10.11.53.1,10.11.53.107,0,0,0,0,0,0,0,0,0,0,0,0,2,F22857201F4C11E894E700A38E818100,0,,0,0,0,,,2,,,0,0,,,,,,,,,0,0,0,3088,3088,3088,
1,1,7595,20408752,1520214826,1,20408752,20253450,28008400,\ ,0,16,4,20253450,27544,11,20,0,0,0,0,0,0,0,0,20408753,1,0,1798638346,3088,3088,\ ,0,0,4,1798638346,27236,11,20,0,0,0,0,0,0,0,0,1520214829,1520215178,3088,1b23c7d0-9f26-4d44-b7ee-cd1bb54580a2,HK-PSTN,,HK-PSTN,HK-PSTN,349,10.11.53.1,SEPDCA5F48777FC,12,0,0,0,0,0,0,StandAloneCluster,0,,,0,,1,3,0,0,8,8,,,,10.11.53.1,10.11.53.107,0,0,0,0,0,0,0,0,0,0,0,0,2,E22D87801F4E11E894E800A38E818100,0,,0,0,0,,,2,,,0,0,,,,,,,,,0,0,0,3088,3088,3088,
1,1,7596,20408754,1520217413,1,20408754,20253450,25308914,\ ,0,0,4,20253450,27546,11,20,0,0,0,0,0,0,0,0,20408755,1,0,1848969994,3099,3099,\ ,0,16,4,1848969994,21426,11,20,0,0,0,0,0,0,0,0,1520217420,1520217547,3099,e6b17ac2-2aed-472a-b1c7-9bd357c8aec8,HK-PSTN,,HK-PSTN,HK-PSTN,127,10.11.53.1,SEPDCA5F486453E,0,12,0,0,0,0,0,StandAloneCluster,0,,,0,,1,3,0,0,8,8,,,,10.11.53.1,10.11.53.110,0,0,0,0,0,0,0,0,0,0,0,0,2,E7A1EE131F5411E894E900A38E818100,0,,0,0,0,,,2,,,0,0,,,,,,,,,0,0,0,3099,3099,3099,
1,1,7597,20408756,1520218248,1,20408756,20253450,,\ ,0,0,4,20253450,27548,11,20,0,0,0,0,0,0,0,0,20408757,1,0,1949633290,3051,3051,\ ,0,16,4,1949633290,20920,11,20,0,0,0,0,0,0,0,0,1520218252,1520219187,3051,815989bb-40e8-435d-963b-09f81960cc34,HK-PSTN,,HK-PSTN,HK-PSTN,935,10.11.53.1,SEP54781AE1019C,0,12,0,0,0,0,0,StandAloneCluster,0,,,0,,1,3,0,0,8,8,,,,10.11.53.1,10.11.53.116,0,0,0,0,0,0,0,0,0,0,0,0,2,D9A7359B1F5611E894EA00A38E818100,0,,0,0,0,,,2,,,0,0,,,,,,,,,0,0,0,3051,3051,3051,
1,1,7599,20408760,1520219855,1,0,1916078858,3004,\ ,0,16,4,1916078858,24144,11,20,0,0,0,0,0,0,0,0,20408761,1,20408761,20253450,929776000,929776000,\ ,0,0,4,20253450,27552,11,20,0,0,0,0,0,0,0,0,1520219862,1520219935,929776000,9b653954-7706-404a-bc9c-8015cdcd1a91,HK-PSTN,HK-PSTN,HK-PSTN,HK-PSTN,73,SEP04C5A44D857C,10.11.53.1,12,0,0,0,0,0,0,StandAloneCluster,0,,,0,,3,1,0,0,8,8,,,,10.11.53.114,10.11.53.1,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,80E7A4C1D4B6C1A97D0B9F010A0B3572,0,0,0,,,5,,,0,0,,,,,,,,,0,0,0,9.!,9.!,9.!,
1,1,7601,20408763,1520220123,1,20408763,20253450,60324097,\ ,0,0,4,20253450,27554,11,20,0,0,0,0,0,0,0,0,20408764,1,0,1815415562,3010,3010,\ ,0,16,4,1815415562,24330,11,20,0,0,0,0,0,0,0,0,1520220127,1520220131,3010,88926bad-a4ba-4e79-8b24-0df8dba4c0cd,,,,,4,10.11.53.1,SEP54781A1CF2FE,0,12,0,0,0,0,0,StandAloneCluster,0,,,0,,1,3,0,0,8,8,,,,10.11.53.1,10.11.53.108,0,0,0,0,0,0,0,0,0,0,0,0,2,371B4ED41F5B11E894EC00A38E818100,0,,0,0,0,,,2,,,0,0,,,,,,,,,0,0,0,3010,3010,3010,
1,1,7603,20408767,1520220206,1,0,1731529482,3066,\ ,0,16,4,1731529482,29190,11,20,0,0,0,0,0,0,0,0,20408768,1,20408768,20253450,935087446,935087446,\ ,0,0,4,20253450,27558,11,20,0,0,0,0,0,0,0,0,1520220218,1520220249,935087446,664daecf-31c4-44dc-a608-3cbe56f50ddd,HK-PSTN,HK-PSTN,HK-PSTN,HK-PSTN,31,SEP54781AE0FA23,10.11.53.1,12,0,0,0,0,0,0,StandAloneCluster,0,,,0,,3,1,0,0,8,8,,,,10.11.53.103,10.11.53.1,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,80D7739334B8C1A97E0BA0010A0B3567,0,0,0,,,5,,,0,0,,,,,,,,,0,0,0,9.!,9.!,9.!,
1,1,7602,20408765,1520220173,1,20408765,20253450,29716128,\ ,0,16,4,20253450,27556,11,20,0,0,0,0,0,0,0,0,20408766,1,0,1781861130,3008,3008,\ ,0,0,4,1781861130,25748,11,20,0,0,0,0,0,0,0,0,1520220180,1520220335,3008,ec245272-b937-4f02-b186-050032795e94,HK-PSTN,,HK-PSTN,HK-PSTN,155,10.11.53.1,SEP3C0E236D63D3,12,0,0,0,0,0,0,StandAloneCluster,0,,,0,,1,3,0,0,8,8,,,,10.11.53.1,10.11.53.106,0,0,0,0,0,0,0,0,0,0,0,0,2,553461511F5B11E894ED00A38E818100,0,,0,0,0,,,2,,,0,0,,,,,,,,,0,0,0,3008,3008,3008,
1,1,7604,20408769,1520220683,1,0,1916078858,3004,\ ,0,16,4,1916078858,26682,11,20,0,0,0,0,0,0,0,0,20408770,1,20408770,20253450,922810132,922810132,\ ,0,0,4,20253450,27560,11,20,0,0,0,0,0,0,0,0,1520220703,1520220710,922810132,0786e890-c2d5-4863-956c-994bce272a1d,HK-PSTN,HK-PSTN,HK-PSTN,HK-PSTN,7,SEP04C5A44D857C,10.11.53.1,12,0,0,0,0,0,0,StandAloneCluster,0,,,0,,3,1,0,0,8,8,,,,10.11.53.114,10.11.53.1,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,001793AE0FBAC1A97F0BA1010A0B3572,0,0,0,,,5,,,0,0,,,,,,,,,0,0,0,9.!,9.!,9.!,
1,1,7605,20408771,1520220771,1,0,1916078858,3004,\ ,0,16,4,1916078858,18996,11,20,0,0,0,0,0,0,0,0,20408772,1,20408772,20253450,922810109,922810109,\ ,0,0,4,20253450,27562,11,20,0,0,0,0,0,0,0,0,1520220785,1520220840,922810109,287ba336-4ee2-4dc9-8ef3-a40eb079531c,HK-PSTN,HK-PSTN,HK-PSTN,HK-PSTN,55,SEP04C5A44D857C,10.11.53.1,12,0,0,0,0,0,0,StandAloneCluster,0,,,0,,3,1,0,0,8,8,,,,10.11.53.114,10.11.53.1,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,00D306E367BAC1A9800BA2010A0B3572,0,0,0,,,5,,,0,0,,,,,,,,,0,0,0,9.!,9.!,9.!,
1,1,7606,20408773,1520221236,1,0,1916078858,3004,\ ,0,16,4,1916078858,30812,11,20,0,0,0,0,0,0,0,0,20408774,1,20408774,20253450,922810109,922810109,\ ,0,0,4,20253450,27564,11,20,0,0,0,0,0,0,0,0,1520221249,1520221305,922810109,cb4f88be-dd32-4ed0-a7d3-b552297d9095,HK-PSTN,HK-PSTN,HK-PSTN,HK-PSTN,56,SEP04C5A44D857C,10.11.53.1,12,0,0,0,0,0,0,StandAloneCluster,0,,,0,,3,1,0,0,8,8,,,,10.11.53.114,10.11.53.1,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,009B97F737BCC1A9810BA3010A0B3572,0,0,0,,,5,,,0,0,,,,,,,,,0,0,0,9.!,9.!,9.!,
1,1,7607,20408775,1520223116,1,0,1798638346,3088,\ ,0,16,4,1798638346,23550,11,20,0,0,0,0,0,0,0,0,20408776,1,20408776,20253450,928007763,928007763,\ ,0,0,4,20253450,27566,11,20,0,0,0,0,0,0,0,0,1520223130,1520223282,928007763,430ca872-ff92-47b4-8612-b5042e18f600,HK-PSTN,HK-PSTN,HK-PSTN,HK-PSTN,152,SEPDCA5F48777FC,10.11.53.1,12,0,0,0,0,0,0,StandAloneCluster,0,,,0,,3,1,0,0,8,8,,,,10.11.53.107,10.11.53.1,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,00318B5A93C3C1A9820BA4010A0B356B,0,0,0,,,5,,,0,0,,,,,,,,,0,0,0,9.!,9.!,9.!,
1,1,7614,20408790,1520225550,1,20408790,20253450,,\ ,0,0,4,20253450,27578,11,20,0,0,0,0,0,0,0,0,20408791,1,0,1882524426,3033,3033,\ ,0,16,4,1882524426,23296,11,20,0,0,0,0,0,0,0,0,1520225552,1520226002,3033,f2145fcb-bdcb-436c-9783-8eb1e1f89e59,HK-PSTN,,HK-PSTN,HK-PSTN,450,10.11.53.1,SEP54781A1CD68C,0,12,0,0,0,0,0,StandAloneCluster,0,,,0,,1,3,0,0,8,8,,,,10.11.53.1,10.11.53.112,0,0,0,0,0,0,0,0,0,0,0,0,2,D9D2685D1F6711E894FB00A38E818100,0,,0,0,0,,,2,,,0,0,,,,,,,,,0,0,0,3033,3033,3033,
1,1,7615,20408792,1520228680,1,20408792,20253450,29776000,\ ,0,16,4,20253450,27580,11,20,0,0,0,0,0,0,0,0,20408793,1,0,1916078858,3004,3004,\ ,0,0,4,1916078858,17818,11,20,0,0,0,0,0,0,0,0,1520228683,1520229025,3004,97c2fa67-ec71-4f57-a1b1-b120e6fbf936,HK-PSTN,,HK-PSTN,HK-PSTN,342,10.11.53.1,SEP04C5A44D857C,12,0,0,0,0,0,0,StandAloneCluster,0,,,0,,1,3,0,0,8,8,,,,10.11.53.1,10.11.53.114,0,0,0,0,0,0,0,0,0,0,0,0,2,235356DE1F6F11E894FC00A38E818100,0,,0,0,0,,,2,,,0,0,,,,,,,,,0,0,0,3004,3004,3004,
1,1,7616,20408794,1520229998,1,0,1916078858,3004,\ ,0,16,4,1916078858,29982,11,20,0,0,0,0,0,0,0,0,20408795,1,20408795,20253450,929782234,929782234,\ ,0,0,4,20253450,27582,11,20,0,0,0,0,0,0,0,0,1520230014,1520230057,929782234,13eb5e9c-b04a-4725-820b-aa050f29c412,HK-PSTN,HK-PSTN,HK-PSTN,HK-PSTN,43,SEP04C5A44D857C,10.11.53.1,12,0,0,0,0,0,0,StandAloneCluster,0,,,0,,3,1,0,0,8,8,,,,10.11.53.114,10.11.53.1,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,804ABF5E72DEC1A9830BA5010A0B3572,0,0,0,,,5,,,0,0,,,,,,,,,0,0,0,9.!,9.!,9.!,
1,1,7618,20408798,1520231981,1,20408798,20253450,28007932,\ ,0,16,4,20253450,27586,11,20,0,0,0,0,0,0,0,0,20408799,1,0,1798638346,3088,3088,\ ,0,0,4,1798638346,18492,11,20,0,0,0,0,0,0,0,0,1520231985,1520232123,3088,41b67341-0f39-4256-9705-26c3e83d8f5b,HK-PSTN,,HK-PSTN,HK-PSTN,138,10.11.53.1,SEPDCA5F48777FC,12,0,0,0,0,0,0,StandAloneCluster,0,,,0,,1,3,0,0,8,8,,,,10.11.53.1,10.11.53.107,0,0,0,0,0,0,0,0,0,0,0,0,2,D31027551F7611E894FF00A38E818100,0,,0,0,0,,,2,,,0,0,,,,,,,,,0,0,0,3088,3088,3088,
